Name,Height(cm),Team,Year
Ben Chilwell,181,Leicester City,2016
Aly Cissokho,181,Aston Villa,2016
Ben Davies,181,Tottenham Hotspur,2016
Kevin De Bruyne,181,Manchester City,2016
Jon Flanagan,181,Liverpool FC,2016
Odion Ighalo,181,Watford FC,2016
Matty James,181,Leicester City,2016
Billy Jones,181,Sunderland AFC,2016
Arouna Koné,181,Everton FC,2016
Anthony Martial,181,Manchester United,2016
Kyle Naughton,181,Swansea City,2016
Sébastien Pocognoli,181,West Bromwich Albion,2016
Harrison Reed,181,Southampton FC,2016
 Roberto Firmino,181,Liverpool FC,2016
Jerome Sinclair,181,Liverpool FC,2016
Kevin Stewart,181,Liverpool FC,2016
Dušan Tadić,181,Southampton FC,2016
Alexander Tettey,181,Norwich City,2016
Andros Townsend,181,Newcastle United,2016
Bertrand Traoré,181,Chelsea FC,2016
Rolando Aarons,180,Newcastle United,2016
Ibrahim Afellay,180,Stoke City,2016
Nathan Aké,180,Watford FC,2016
 Alexandre Pato,180,Chelsea FC,2016
Michail Antonio,180,West Ham United,2016
Kwesi Appiah,180,Crystal Palace,2016
Phil Bardsley,180,Stoke City,2016
Brandon Barker,180,Manchester City,2016
Saido Berahino,180,West Bromwich Albion,2016
Muhamed Bešić,180,Everton FC,2016
Daley Blind,180,Manchester United,2016
Fabio Borini,180,Sunderland AFC,2016
Cameron Brannagan,180,Liverpool FC,2016
George Byers,180,Watford FC,2016
Papiss Demba Cissé,180,Newcastle United,2016
Tom Davies,180,Everton FC,2016
Mohamed El Ouriachi,180,Stoke City,2016
Marvin Emnes,180,Swansea City,2016
Kieran Gibbs,180,Arsenal FC,2016
Jake Gray,180,Crystal Palace,2016
Andre Green,180,Aston Villa,2016
Jonny Howson,180,Norwich City,2016
Phil Jagielka,180,Everton FC,2016
Adam King,180,Swansea City,2016
Joshua King,180,AFC Bournemouth,2016
Chung-yong Lee,180,Crystal Palace,2016
Shane Long,180,Southampton FC,2016
Adrian Mariappa,180,Crystal Palace,2016
Niall Mason,180,Aston Villa,2016
James McCarthy,180,Everton FC,2016
James McClean,180,West Bromwich Albion,2016
James Morrison,180,West Bromwich Albion,2016
 Muniesa,180,Stoke City,2016
Mark Noble,180,West Ham United,2016
Joey O'Brien,180,West Ham United,2016
 Oscar,180,Chelsea FC,2016
Alex Oxlade-Chamberlain,180,Arsenal FC,2016
Mesut Özil,180,Arsenal FC,2016
Adam Phillips,180,Liverpool FC,2016
Alex Pike,180,West Ham United,2016
Regan Poole,180,Manchester United,2016
Marc Pugh,180,AFC Bournemouth,2016
Connor Randall,180,Liverpool FC,2016
Micah Richards,180,Aston Villa,2016
Tyler Roberts,180,West Bromwich Albion,2016
Josh Robson,180,Sunderland AFC,2016
Tom Robson,180,Sunderland AFC,2016
Adam Smith,180,AFC Bournemouth,2016
Jamie Sterry,180,Newcastle United,2016
Daniel Sturridge,180,Liverpool FC,2016
Cheick Tioté,180,Newcastle United,2016
Kevin Toner,180,Aston Villa,2016
Antonio Valencia,180,Manchester United,2016
Glenn Whelan,180,Stoke City,2016
Callum Williams,180,Newcastle United,2016
Callum Wilson,180,AFC Bournemouth,2016
Wilfried Zaha,180,Crystal Palace,2016
Nordin Amrabat,179,Watford FC,2016
Abdul Rahman Baba,179,Chelsea FC,2016
Ryan Bertrand,179,Southampton FC,2016
 Cesc Fàbregas,179,Chelsea FC,2016
Josh Doherty,179,Watford FC,2016
Mohamed Elneny,179,Arsenal FC,2016
 Fernandinho,179,Manchester City,2016
Massadio Haïdara,179,Newcastle United,2016
 Lucas Leiva,179,Liverpool FC,2016
Joe Maguire,179,Liverpool FC,2016
Riyad Mahrez,179,Leicester City,2016
 Nacho Monreal,179,Arsenal FC,2016
Sheyi Ojo,179,Liverpool FC,2016
Juan Paredes,179,Watford FC,2016
Jamie Vardy,179,Leicester City,2016
 Adama Traoré,178,Aston Villa,2016
Ebou Adams,178,Norwich City,2016
Gabriel Agbonlahor,178,Aston Villa,2016
 Andreas Pereira,178,Manchester United,2016
Tony Andreu,178,Norwich City,2016
 Ayoze Pérez,178,Newcastle United,2016
 Azpilicueta,178,Chelsea FC,2016
Ryan Blair,178,Swansea City,2016
Marcus Browne,178,West Ham United,2016
Lee Cattermole,178,Sunderland AFC,2016
Charlie Daniels,178,AFC Bournemouth,2016
Memphis Depay,178,Manchester United,2016
Seydou Doumbia,178,Newcastle United,2016
Emmanuel Eboué,178,Sunderland AFC,2016
Kyle Edwards,178,West Bromwich Albion,2016
Mathieu Flamini,178,Arsenal FC,2016
Jay Fulton,178,Swansea City,2016
Craig Gardner,178,West Bromwich Albion,2016
Kenji Gorré,178,Swansea City,2016
Matt Grimes,178,Swansea City,2016
Adlène Guédioura,178,Watford FC,2016
 Héctor Bellerín,178,Arsenal FC,2016
Stephen Hendrie,178,West Ham United,2016
James Horsfield,178,Manchester City,2016
Danny Ings,178,Liverpool FC,2016
Glen Johnson,178,Stoke City,2016
Stephen Kingsley,178,Swansea City,2016
Sebastian Larsson,178,Sunderland AFC,2016
Jordan Lee,178,AFC Bournemouth,2016
Jeremain Lens,178,Sunderland AFC,2016
Dennon Lewis,178,Watford FC,2016
Donald Love,178,Manchester United,2016
Adam Matthews,178,Sunderland AFC,2016
James McArthur,178,Crystal Palace,2016
Steven Naismith,178,Norwich City,2016
Gary O'Neil,178,Norwich City,2016
Martin Olsson,178,Norwich City,2016
Lewis Page,178,West Ham United,2016
 Pedro Chirivella,178,Liverpool FC,2016
Aaron Ramsey,178,Arsenal FC,2016
Tomáš Rosický,178,Arsenal FC,2016
Jordan Rossiter,178,Liverpool FC,2016
Jeffrey Schlupp,178,Leicester City,2016
Luke Shaw,178,Manchester United,2016
Pape Souaré,178,Crystal Palace,2016
Andrew Surman,178,AFC Bournemouth,2016
Kyle Walker,178,Tottenham Hotspur,2016
Ben Watson,178,Watford FC,2016
Chris Willock,178,Arsenal FC,2016
Harry Winks,178,Tottenham Hotspur,2016
Harry Arter,177,AFC Bournemouth,2016
Tom Carroll,177,Tottenham Hotspur,2016
James Chester,177,West Bromwich Albion,2016
Jack Colback,177,Newcastle United,2016
Séamus Coleman,177,Everton FC,2016
Francis Coquelin,177,Arsenal FC,2016
Mousa Dembélé,177,Tottenham Hotspur,2016
Graham Dorrans,177,Norwich City,2016
Danny Drinkwater,177,Leicester City,2016
Radamel Falcao,177,Chelsea FC,2016
 Gerard Deulofeu,177,Everton FC,2016
George Glendon,177,Manchester City,2016
Alex Jakubiak,177,Watford FC,2016
 João Carlos Teixeira,177,Liverpool FC,2016
Victor Moses,177,West Ham United,2016
Youssuf Mulumbu,177,Norwich City,2016
Samir Nasri,177,Manchester City,2016
 Sergi Canós,177,Liverpool FC,2016
Scott Sinclair,177,Aston Villa,2016
Brad Smith,177,Liverpool FC,2016
Enner Valencia,177,West Ham United,2016
Jordan Veretout,177,Aston Villa,2016
James Ward-Prowse,177,Southampton FC,2016
James Weir,177,Manchester United,2016
Jordan Amavi,176,Aston Villa,2016
Modou Barrow,176,Swansea City,2016
Robbie Brady,176,Norwich City,2016
Gaël Clichy,176,Manchester City,2016
Charlie Colkett,176,Chelsea FC,2016
Serge Gnabry,176,Arsenal FC,2016
Yoan Gouffran,176,Newcastle United,2016
Jordon Ibe,176,Liverpool FC,2016
 Jurado,176,Watford FC,2016
Jonjoe Kenny,176,Everton FC,2016
Wahbi Khazri,176,Sunderland AFC,2016
 Mikel Arteta,176,Arsenal FC,2016
Sean Murray,176,Watford FC,2016
Clinton N'Jie,176,Tottenham Hotspur,2016
Steven Pienaar,176,Everton FC,2016
Wayne Rooney,176,Manchester United,2016
Bacary Sagna,176,Manchester City,2016
Ryan Seager,176,Southampton FC,2016
Danny Simpson,176,Leicester City,2016
Neil Taylor,176,Swansea City,2016
Patrick van Aanholt,176,Sunderland AFC,2016
Marc Albrighton,175,Leicester City,2016
Keshi Anderson,175,Crystal Palace,2016
André Ayew,175,Swansea City,2016
Ismaël Bennacer,175,Arsenal FC,2016
Luke Brattan,175,Manchester City,2016
Tom Cleverley,175,Everton FC,2016
Nathaniel Clyne,175,Liverpool FC,2016
Cristian Gamboa,175,West Bromwich Albion,2016
Max Gradel,175,AFC Bournemouth,2016
Jack Grealish,175,Aston Villa,2016
Raheem Hanley,175,Swansea City,2016
Eden Hazard,175,Chelsea FC,2016
Stephen Ireland,175,Stoke City,2016
Lewis Kinsella,175,Aston Villa,2016
Jesse Lingard,175,Manchester United,2016
Ryan Mason,175,Tottenham Hotspur,2016
Nathan Mavila,175,West Ham United,2016
James Milner,175,Liverpool FC,2016
Kasey Palmer,175,Chelsea FC,2016
Dimitri Payet,175,West Ham United,2016
Kieran Richardson,175,Aston Villa,2016
Henri Saivet,175,Newcastle United,2016
Oliver Shenton,175,Stoke City,2016
Theo Walcott,175,Arsenal FC,2016
Duncan Watmore,175,Sunderland AFC,2016
Georginio Wijnaldum,175,Newcastle United,2016
 Willian,175,Chelsea FC,2016
Ashley Young,175,Manchester United,2016
Yohan Cabaye,174,Crystal Palace,2016
Fabian Delph,174,Manchester City,2016
Dwight Gayle,174,Crystal Palace,2016
Idrissa Gueye,174,Aston Villa,2016
Sadio Mané,174,Southampton FC,2016
Callum McManaman,174,West Bromwich Albion,2016
Jefferson Montero,174,Swansea City,2016
Luke O'Nien,174,Watford FC,2016
Shinji Okazaki,174,Leicester City,2016
Ashley Westwood,174,Aston Villa,2016
Sergio Agüero,173,Manchester City,2016
 Aleix García,173,Manchester City,2016
Rees Greenwood,173,Sunderland AFC,2016
Reece Hall-Johnson,173,Norwich City,2016
George Honeyman,173,Sunderland AFC,2016
Juan Iturbe,173,AFC Bournemouth,2016
Matthew Jarvis,173,Norwich City,2016
Bernard Mensah,173,Watford FC,2016
Leon Osman,173,Everton FC,2016
Jason Puncheon,173,Crystal Palace,2016
Nathan Redmond,173,Norwich City,2016
Matt Ritchie,173,AFC Bournemouth,2016
Costel Pantilimon,203,Sunderland AFC,2015
Peter Crouch,202,Stoke City,2015
Fraser Forster,201,Southampton FC,2015
Matt Macey,201,Arsenal FC,2015
Thibaut Courtois,200,Chelsea FC,2015
Asmir Begović,199,Stoke City,2015
Jamal Blackman,199,Chelsea FC,2015
Mitchell Beeney,198,Chelsea FC,2015
Wayne Hennessey,198,Crystal Palace,2015
Per Mertesacker,198,Arsenal FC,2015
 Joel,197,Everton FC,2015
Raphael Spiegel,197,West Ham United,2015
Jack Butland,196,Stoke City,2015
Petr Čech,196,Chelsea FC,2015
Michael Chambers,196,Crystal Palace,2015
Sebastián Coates,196,Sunderland AFC,2015
Paulo Gazzaniga,196,Southampton FC,2015
Joe Hart,196,Manchester City,2015
Ryan Huddart,196,Arsenal FC,2015
Ryan Inniss,196,Crystal Palace,2015
Steven Nzonzi,196,Stoke City,2015
Federico Fazio,195,Tottenham Hotspur,2015
Brede Hangeland,195,Crystal Palace,2015
Tim Howard,195,Everton FC,2015
Gareth McAuley,195,West Bromwich Albion,2015
Jonas Olsson,195,West Bromwich Albion,2015
Thomas Sørensen,195,Stoke City,2015
Wojciech Szczęsny,195,Arsenal FC,2015
Kyle Bartley,194,Swansea City,2015
Scott Dann,194,Crystal Palace,2015
Marouane Fellaini,194,Manchester United,2015
Nemanja Matić,194,Chelsea FC,2015
Graziano Pellè,194,Southampton FC,2015
Yaya Sanogo,194,Crystal Palace,2015
Mark Schwarzer,194,Leicester City,2015
Chris Smalling,194,Manchester United,2015
Philipp Wollscheid,194,Stoke City,2015
Semi Ajayi,193,Arsenal FC,2015
Gary Cahill,193,Chelsea FC,2015
Andy Carroll,193,West Ham United,2015
 Dionatan Teixeira,193,Stoke City,2015
Edin Džeko,193,Manchester City,2015
Ben Foster,193,West Bromwich Albion,2015
Brad Friedel,193,Tottenham Hotspur,2015
Sam Gallagher,193,Southampton FC,2015
Florin Gardoş,193,Southampton FC,2015
Olivier Giroud,193,Arsenal FC,2015
Brad Guzan,193,Aston Villa,2015
Ben Hamer,193,Leicester City,2015
Brad Jones,193,Liverpool FC,2015
Chris Kettings,193,Crystal Palace,2015
Anders Lindegaard,193,Manchester United,2015
Alex McCarthy,193,QPR,2015
Luke McGee,193,Tottenham Hotspur,2015
Simon Mignolet,193,Liverpool FC,2015
Stefan O'Connor,193,Arsenal FC,2015
Reece Oxford,193,West Ham United,2015
Jason Shackell,193,Burnley FC,2015
Adam Smith,193,Leicester City,2015
Mike Williamson,193,Newcastle United,2015
Emmanuel Adebayor,192,Tottenham Hotspur,2015
 De Gea,192,Manchester United,2015
Courtney Duffus,192,Everton FC,2015
Libor Kozák,192,Aston Villa,2015
Romelu Lukaku,192,Everton FC,2015
John O'Shea,192,Sunderland AFC,2015
James Tomkins,192,West Ham United,2015
Shola Ameobi,191,Crystal Palace,2015
Steven Caulker,191,QPR,2015
Damien Delaney,191,Crystal Palace,2015
Abou Diaby,191,Arsenal FC,2015
Eric Dier,191,Tottenham Hotspur,2015
Sylvain Distin,191,Everton FC,2015
Robert Green,191,QPR,2015
Tom Huddlestone,191,Hull City,2015
Robert Huth,191,Leicester City,2015
Jussi Jääskeläinen,191,West Ham United,2015
Eldin Jakupović,191,Hull City,2015
Lloyd Jones,191,Liverpool FC,2015
 José Fonte,191,Southampton FC,2015
Martin Kelly,191,Crystal Palace,2015
Cole Kpekawa,191,QPR,2015
Ruben Loftus-Cheek,191,Chelsea FC,2015
Boaz Myhill,191,West Bromwich Albion,2015
Alex Palmer,191,West Bromwich Albion,2015
Winston Reid,191,West Ham United,2015
Jack Rose,191,West Bromwich Albion,2015
Ryan Shawcross,191,Stoke City,2015
Martin Škrtel,191,Liverpool FC,2015
Santiago Vergini,191,Sunderland AFC,2015
Danny Ward,191,Liverpool FC,2015
Chris Wood,191,Leicester City,2015
 Adrián,190,West Ham United,2015
Sammy Ameobi,190,Newcastle United,2015
Victor Anichebe,190,West Bromwich Albion,2015
Marko Arnautović,190,Stoke City,2015
Christian Benteke,190,Aston Villa,2015
Geoff Cameron,190,Stoke City,2015
Carlton Cole,190,West Ham United,2015
Rob Elliot,190,Newcastle United,2015
Łukasz Fabiański,190,Swansea City,2015
Younès Kaboul,190,Tottenham Hotspur,2015
Vincent Kompany,190,Manchester City,2015
David Meyler,190,Hull City,2015
Philippe Senderos,190,Aston Villa,2015
Gerhard Tremmel,190,Swansea City,2015
Rory Watson,190,Hull City,2015
Kurt Zouma,190,Chelsea FC,2015
Nathan Baker,189,Aston Villa,2015
Mario Balotelli,189,Liverpool FC,2015
Reece Burke,189,West Ham United,2015
Étienne Capoue,189,Tottenham Hotspur,2015
Michael Dawson,189,Hull City,2015
Rio Ferdinand,189,QPR,2015
Federico Fernández,189,Swansea City,2015
Mile Jedinak,189,Crystal Palace,2015
Cheikhou Kouyaté,189,West Ham United,2015
Vito Mannone,189,Sunderland AFC,2015
Paddy McNair,189,Manchester United,2015
Alex McQueen,189,Tottenham Hotspur,2015
Kasper Schmeichel,189,Leicester City,2015
Jan Vertonghen,189,Tottenham Hotspur,2015
Ron Vlaar,189,Aston Villa,2015
Connor Wickham,189,Sunderland AFC,2015
Richard Wright,189,Manchester City,2015
Maya Yoshida,189,Southampton FC,2015
Ricardo Álvarez,188,Sunderland AFC,2015
 Àngel Rangel,188,Swansea City,2015
Charlie Austin,188,QPR,2015
Dedryck Boyata,188,Manchester City,2015
James Collins,188,West Ham United,2015
Curtis Davies,188,Hull City,2015
Craig Dawson,188,West Bromwich Albion,2015
Didier Drogba,188,Chelsea FC,2015
Richard Dunne,188,QPR,2015
Jonny Evans,188,Manchester United,2015
Leroy Fer,188,QPR,2015
Russell Griffiths,188,Everton FC,2015
Steve Harper,188,Hull City,2015
Tom Heaton,188,Burnley FC,2015
Doneil Henry,188,West Ham United,2015
Nikica Jelavić,188,Hull City,2015
Guangtai Jiang,188,Everton FC,2015
Harry Kane,188,Tottenham Hotspur,2015
Michael Keane,188,Burnley FC,2015
Tim Krul,188,Newcastle United,2015
Rickie Lambert,188,Liverpool FC,2015
Joleon Lescott,188,West Bromwich Albion,2015
Hugo Lloris,188,Tottenham Hotspur,2015
Conrad Logan,188,Leicester City,2015
Kevin Long,188,Burnley FC,2015
James Loveridge,188,Swansea City,2015
Dejan Lovren,188,Liverpool FC,2015
John Mikel Obi,188,Chelsea FC,2015
Manny Onariase,188,West Ham United,2015
Jack Rodwell,188,Sunderland AFC,2015
Ľubomír Šatka,188,Newcastle United,2015
John Stones,188,Everton FC,2015
Yaya Touré,188,Manchester City,2015
Leonardo Ulloa,188,Leicester City,2015
Victor Wanyama,188,Southampton FC,2015
Marc Wilson,188,Stoke City,2015
Freddie Woodman,188,Newcastle United,2015
Antolín Alcaráz,187,Everton FC,2015
Leandro Bacuna,187,Aston Villa,2015
Nabil Bentaleb,187,Tottenham Hotspur,2015
Chris Brunt,187,West Bromwich Albion,2015
Nacer Chadli,187,Tottenham Hotspur,2015
Andreas Christensen,187,Chelsea FC,2015
Guy Demel,187,West Ham United,2015
Isaac Hayden,187,Arsenal FC,2015
Jordan Henderson,187,Liverpool FC,2015
Rushian Hepburn-Murphy,187,Aston Villa,2015
Sung-yueng Ki,187,Swansea City,2015
Aleksandar Kolarov,187,Manchester City,2015
Eliaquim Mangala,187,Manchester City,2015
Mamadou Sakho,187,Liverpool FC,2015
 Sandro,187,QPR,2015
Moussa Sissoko,187,Newcastle United,2015
Dominic Solanke,187,Chelsea FC,2015
Toby Alderweireld,186,Southampton FC,2015
Tom Beadling,186,Sunderland AFC,2015
Willy Caballero,186,Manchester City,2015
Emre Can,186,Liverpool FC,2015
Michael Carrick,186,Manchester United,2015
David Cornell,186,Swansea City,2015
Kelvin Davis,186,Southampton FC,2015
Michael Duff,186,Burnley FC,2015
Brendan Galloway,186,Everton FC,2015
Gary Gardner,186,Aston Villa,2015
Bafétimbi Gomis,186,Swansea City,2015
Adnan Januzaj,186,Manchester United,2015
Laurent Koscielny,186,Arsenal FC,2015
Jason McCarthy,186,Southampton FC,2015
Glenn Murray,186,Crystal Palace,2015
Dame N'Doye,186,Hull City,2015
 Nélson Oliveira,186,Swansea City,2015
Gabriel Obertan,186,Newcastle United,2015
James Pearson,186,Leicester City,2015
Diego Poyet,186,West Ham United,2015
Marcos Rojo,186,Manchester United,2015
Morgan Schneiderlin,186,Southampton FC,2015
Gylfi Sigurðsson,186,Swansea City,2015
Julian Speroni,186,Crystal Palace,2015
Steven Taylor,186,Newcastle United,2015
Sam Vokes,186,Burnley FC,2015
Joel Ward,186,Crystal Palace,2015
Marcin Wasilewski,186,Leicester City,2015
Andre Wisdom,186,West Bromwich Albion,2015
Bobby Zamora,186,QPR,2015
Charlie Adam,185,Stoke City,2015
Chris Baird,185,West Bromwich Albion,2015
Ross Barkley,185,Everton FC,2015
Ashley Barnes,185,Burnley FC,2015
Yannick Bolasie,185,Crystal Palace,2015
Wes Brown,185,Sunderland AFC,2015
Will Buckley,185,Sunderland AFC,2015
Marouane Chamakh,185,Crystal Palace,2015
Ciaran Clark,185,Aston Villa,2015
Jack Cork,185,Swansea City,2015
Siem de Jong,185,Newcastle United,2015
 Diego Costa,185,Chelsea FC,2015
Mame Diouf,185,Stoke City,2015
Michael Doughty,185,QPR,2015
Alejandro Faurlín,185,QPR,2015
Facundo Ferreyra,185,Newcastle United,2015
Steven Fletcher,185,Sunderland AFC,2015
 Gabriel Paulista,185,Arsenal FC,2015
Matt Gilks,185,Burnley FC,2015
Shay Given,185,Aston Villa,2015
Abel Hernández,185,Hull City,2015
Alan Hutton,185,Aston Villa,2015
Branislav Ivanović,185,Chelsea FC,2015
Daryl Janmaat,185,Newcastle United,2015
Carl Jenkinson,185,West Ham United,2015
Phil Jones,185,Manchester United,2015
Lukas Jutkiewicz,185,Burnley FC,2015
Niko Kranjčar,185,QPR,2015
Wes Morgan,185,Leicester City,2015
Brian Murphy,185,QPR,2015
Josh Onomah,185,Tottenham Hotspur,2015
Jordan Pickford,185,Sunderland AFC,2015
Loïc Rémy,185,Chelsea FC,2015
Jazz Richards,185,Swansea City,2015
Jay Rodriguez,185,Southampton FC,2015
Armand Traoré,185,QPR,2015
Matthew Upson,185,Leicester City,2015
Ryan Watson,185,Leicester City,2015
Danny Welbeck,185,Arsenal FC,2015
Joe Williams,185,Everton FC,2015
Gareth Barry,184,Everton FC,2015
Vlad Chiricheş,184,Tottenham Hotspur,2015
Fabricio Coloccini,184,Newcastle United,2015
Ritchie De Laet,184,Leicester City,2015
Martín Demichelis,184,Manchester City,2015
Momo Diamé,184,Hull City,2015
Jonás Gutiérrez,184,Newcastle United,2015
 Jordi Amat,184,Swansea City,2015
 José Enrique,184,Liverpool FC,2015
Andy King,184,Leicester City,2015
Érik Lamela,184,Tottenham Hotspur,2015
Samuel Magri,184,Crystal Palace,2015
Jordon Mutch,184,Crystal Palace,2015
Connor Ogilvie,184,Tottenham Hotspur,2015
Diafra Sakho,184,West Ham United,2015
Josh Sheehan,184,Swansea City,2015
Jonjo Shelvey,184,Swansea City,2015
John Terry,184,Chelsea FC,2015
Stephen Ward,184,Burnley FC,2015
James Wilson,184,Manchester United,2015
Tyler Blackett,183,Manchester United,2015
Hiram Boateng,183,Crystal Palace,2015
Riccardo Calder,183,Aston Villa,2015
Kieran Dowell,183,Everton FC,2015
Paul Dummett,183,Newcastle United,2015
 Fernando,183,Manchester City,2015
Darren Fletcher,183,West Bromwich Albion,2015
Darnell Furlong,183,QPR,2015
Steven Gerrard,183,Liverpool FC,2015
Darron Gibson,183,Everton FC,2015
Alex Gilliead,183,Newcastle United,2015
Danny Graham,183,Sunderland AFC,2015
Dean Hammond,183,Leicester City,2015
Karl Henry,183,QPR,2015
Clint Hill,183,QPR,2015
Alex Iwobi,183,Arsenal FC,2015
David Jones,183,Burnley FC,2015
Stevan Jovetić,183,Manchester City,2015
Frank Lampard,183,Manchester City,2015
Joe Ledley,183,Crystal Palace,2015
Dean Marney,183,Burnley FC,2015
Allan McGregor,183,Hull City,2015
Paul McShane,183,Hull City,2015
Jores Okore,183,Aston Villa,2015
Nedum Onuoha,183,QPR,2015
David Ospina,183,Arsenal FC,2015
 Paulinho,183,Tottenham Hotspur,2015
Matthew Phillips,183,QPR,2015
Erik Pieters,183,Stoke City,2015
Nick Powell,183,Leicester City,2015
Gastón Ramírez,183,Hull City,2015
Yannick Sagbo,183,Hull City,2015
Jed Steer,183,Aston Villa,2015
Matt Targett,183,Southampton FC,2015
Tom Thorpe,183,Manchester United,2015
Kolo Touré,183,Liverpool FC,2015
Fredrik Ulvestad,183,Burnley FC,2015
Robin van Persie,183,Manchester United,2015
 Víctor Valdés,183,Manchester United,2015
Michel Vorm,183,Tottenham Hotspur,2015
Jon Walters,183,Stoke City,2015
Ashley Williams,183,Swansea City,2015
Suk-young Yun,183,QPR,2015
 Ander Herrera,182,Manchester United,2015
